make,model_year,engine_type,vehicle_age,mileage,driving_condition,service_interval,days_since_service,oil_level,tire_pressure,brake_wear,fault_codes,maintenance_cost
Tesla,2012,gas,12,206917.2,mixed,180,172,Low,32.3,100.0,2,731.28
Tesla,2023,gas,1,28171.7,city,365,182,High,28.5,74.0,0,313.31
Honda,2021,electric,3,96879.9,highway,90,58,N/A,36.7,100.0,1,547.28
BMW,2017,electric,7,128865.5,highway,180,132,N/A,30.1,100.0,2,592.95
Honda,2012,diesel,12,148457.8,mixed,90,31,High,29.3,100.0,2,738.39
Chevrolet,2021,electric,3,86001.5,highway,90,5,N/A,33.1,100.0,0,462.49
Honda,2021,diesel,3,88194.7,highway,90,25,High,32.1,100.0,0,611.16
Honda,2022,electric,2,49438.9,highway,180,36,N/A,34.8,62.5,0,266.16
Ford,2019,gas,5,115078.0,city,365,268,Medium,35.6,100.0,1,568.65
BMW,2013,diesel,11,193675.6,highway,180,92,Medium,35.2,100.0,1,664.3
Toyota,2017,diesel,7,243365.8,highway,365,196,Medium,33.0,100.0,0,428.95
Ford,2018,diesel,6,157759.9,highway,180,24,High,34.7,100.0,4,685.32
BMW,2018,diesel,6,167451.5,city,365,140,High,28.3,100.0,1,718.25
BMW,2013,gas,11,116447.7,mixed,365,222,Medium,36.3,100.0,0,617.58
Honda,2020,diesel,4,130109.5,city,180,19,High,31.8,100.0,0,599.62
BMW,2022,diesel,2,44481.5,city,180,71,High,38.9,100.0,1,768.0
Tesla,2018,electric,6,117348.7,mixed,365,200,N/A,36.4,100.0,0,469.4
Honda,2021,diesel,3,96304.8,mixed,180,148,Low,32.4,100.0,0,676.05
BMW,2017,electric,7,127549.3,highway,180,114,N/A,33.1,100.0,2,596.0
Ford,2010,electric,14,345351.8,city,180,126,N/A,36.6,100.0,1,542.51
Tesla,2011,gas,13,280414.2,city,365,188,Medium,26.2,100.0,1,642.15
Tesla,2010,diesel,14,388151.5,city,365,25,High,32.5,100.0,2,686.53
Chevrolet,2010,gas,14,335575.5,highway,90,53,Medium,38.1,100.0,2,735.46
Honda,2015,gas,9,293982.4,mixed,90,41,High,35.5,100.0,0,413.04
Tesla,2014,electric,10,285913.8,city,365,10,N/A,30.5,100.0,1,522.27
Tesla,2015,gas,9,86094.8,mixed,180,26,High,33.9,100.0,0,442.02
Toyota,2017,diesel,7,255499.4,mixed,90,82,Low,30.1,100.0,0,545.59
Ford,2012,diesel,12,285272.0,city,365,289,Low,32.0,100.0,2,905.43
Tesla,2014,gas,10,255351.4,highway,90,37,High,34.0,100.0,0,449.57
Honda,2023,diesel,1,10706.7,mixed,180,86,High,34.5,25.5,0,135.81
Honda,2012,diesel,12,149876.3,mixed,90,52,Medium,35.2,100.0,1,779.71
Chevrolet,2015,diesel,9,91929.3,highway,180,64,High,36.7,100.0,1,583.17
Ford,2014,diesel,10,266971.9,mixed,365,155,High,29.4,100.0,0,527.37
Honda,2023,gas,1,28713.9,city,365,307,Low,33.1,68.5,0,367.78
Ford,2022,diesel,2,37691.8,highway,90,29,High,30.4,52.4,0,201.4
BMW,2015,diesel,9,151095.5,mixed,365,185,Medium,31.8,100.0,1,746.76
Honda,2012,gas,12,429147.5,highway,365,181,High,30.7,100.0,0,432.8
Honda,2018,diesel,6,78870.0,highway,90,68,Low,34.5,100.0,0,600.51
BMW,2010,diesel,14,248240.9,mixed,90,14,High,36.2,100.0,2,608.59
Tesla,2022,electric,2,19782.4,mixed,365,205,N/A,36.3,34.1,0,144.01
Honda,2014,diesel,10,210636.1,mixed,180,141,Low,29.7,100.0,0,600.4
Ford,2018,diesel,6,113871.9,city,90,56,Medium,32.6,100.0,1,573.22
Toyota,2020,gas,4,103350.9,city,365,240,Medium,29.6,100.0,1,581.36
BMW,2018,electric,6,79955.8,city,180,7,N/A,29.5,100.0,1,421.54
Honda,2013,electric,11,290683.2,mixed,365,71,N/A,31.0,100.0,1,389.59
Chevrolet,2010,gas,14,336354.8,highway,90,18,High,34.0,100.0,1,606.2
Tesla,2019,diesel,5,113134.6,city,90,31,High,34.6,100.0,0,642.18
Ford,2022,gas,2,28183.8,mixed,180,94,Medium,35.0,60.9,0,376.05
Chevrolet,2017,diesel,7,131191.7,city,365,156,High,34.8,100.0,0,516.35
Honda,2018,diesel,6,77249.0,highway,90,40,High,30.5,100.0,1,503.79
Ford,2022,diesel,2,29488.0,mixed,365,330,Low,36.5,55.4,0,157.82
Tesla,2018,gas,6,197122.1,highway,365,300,Low,35.4,100.0,1,776.76
BMW,2019,electric,5,149052.5,city,180,12,N/A,31.8,100.0,0,368.37
Toyota,2017,diesel,7,242555.7,highway,365,154,High,31.9,100.0,2,498.3
BMW,2015,gas,9,249495.5,city,365,274,Low,31.0,100.0,0,413.37
Tesla,2012,diesel,12,395006.9,city,365,153,High,29.1,100.0,2,828.07
Chevrolet,2014,gas,10,169463.2,mixed,365,52,High,35.0,100.0,2,611.71
BMW,2018,gas,6,163687.1,city,90,50,Medium,35.5,100.0,2,724.93
Ford,2021,diesel,3,60384.6,highway,180,164,Low,30.2,89.3,1,888.69
BMW,2014,electric,10,77212.5,mixed,365,239,N/A,29.3,100.0,0,411.41
BMW,2012,gas,12,373571.3,city,90,8,High,30.2,100.0,1,657.93
Tesla,2018,diesel,6,208808.8,mixed,365,254,Medium,33.3,100.0,0,645.25
BMW,2016,diesel,8,267556.5,mixed,90,51,Medium,28.9,100.0,1,623.53
Toyota,2013,gas,11,177320.9,mixed,180,2,High,36.4,100.0,1,509.6
Toyota,2015,gas,9,167635.2,mixed,90,68,Low,36.2,100.0,0,618.85
Toyota,2018,gas,6,78918.1,highway,90,7,High,34.3,100.0,0,367.53
Chevrolet,2023,electric,1,24892.2,city,180,13,N/A,35.4,65.1,0,321.27
Ford,2014,gas,10,274273.4,mixed,365,119,High,33.2,100.0,1,496.38
BMW,2012,gas,12,372969.4,city,90,2,High,34.4,100.0,1,657.14
Honda,2022,diesel,2,70548.8,mixed,365,268,Medium,29.1,100.0,0,501.54
Toyota,2011,gas,13,232946.8,mixed,365,170,High,37.2,100.0,0,512.61
Honda,2013,diesel,11,132228.7,city,180,156,Low,31.5,100.0,0,740.09
Chevrolet,2015,electric,9,260050.5,highway,90,71,N/A,32.6,100.0,1,572.74
Chevrolet,2011,electric,13,271413.5,mixed,365,178,N/A,40.0,100.0,1,423.48
Tesla,2023,gas,1,28800.3,city,365,169,High,32.3,74.9,0,226.91
BMW,2021,electric,3,56784.1,city,365,158,N/A,35.2,100.0,0,316.5
BMW,2019,electric,5,151158.1,city,180,153,N/A,34.5,100.0,1,349.67
Ford,2018,diesel,6,158802.9,highway,180,145,Low,29.0,100.0,1,699.24
Honda,2019,electric,5,106478.5,highway,365,81,N/A,30.0,100.0,0,439.8
Ford,2016,gas,8,168216.3,highway,180,56,High,39.1,100.0,1,310.62
Ford,2012,diesel,12,283556.7,city,365,6,High,34.7,100.0,2,748.55
Ford,2014,diesel,10,266201.9,mixed,365,111,High,32.9,100.0,3,775.06
Honda,2023,gas,1,28881.8,city,365,47,High,31.4,80.3,0,381.55
Ford,2012,electric,12,233538.0,city,90,79,N/A,34.0,100.0,0,369.74
Tesla,2023,electric,1,22040.3,highway,365,315,N/A,34.2,33.8,0,50.0
Tesla,2017,diesel,7,198256.8,city,180,32,High,33.7,100.0,0,619.58
Chevrolet,2015,diesel,9,91785.8,highway,180,114,Medium,36.2,100.0,2,748.66
Toyota,2011,electric,13,350133.1,city,180,127,N/A,30.4,100.0,1,660.55
BMW,2010,electric,14,152501.9,highway,365,2,N/A,30.0,100.0,2,536.0
BMW,2014,electric,10,134550.8,mixed,90,3,N/A,36.1,100.0,1,332.12
Honda,2023,gas,1,14384.2,highway,90,3,High,39.3,21.6,0,171.56
Honda,2022,electric,2,47407.6,mixed,365,41,N/A,35.5,86.0,1,432.73
BMW,2017,electric,7,129113.2,highway,180,8,N/A,36.9,100.0,0,430.86
Chevrolet,2023,electric,1,24704.3,city,180,50,N/A,32.8,71.4,0,347.23
BMW,2012,gas,12,320503.9,mixed,180,144,Low,33.8,100.0,1,587.34
Ford,2022,electric,2,69315.9,mixed,90,16,N/A,33.8,100.0,0,495.82
Chevrolet,2014,diesel,10,190811.1,city,180,96,Medium,32.8,100.0,0,867.38
Chevrolet,2017,diesel,7,131152.8,mixed,180,19,High,37.2,100.0,1,572.61
BMW,2016,diesel,8,140758.5,city,365,141,High,36.3,100.0,0,571.25
Toyota,2023,gas,1,13580.8,mixed,90,21,High,31.8,39.1,0,50.0
Honda,2014,gas,10,120008.0,mixed,365,26,High,28.1,100.0,4,844.26
BMW,2010,diesel,14,246338.1,mixed,90,42,High,32.8,100.0,0,466.18
BMW,2013,gas,11,200233.3,mixed,180,130,Medium,29.5,100.0,1,572.86
Tesla,2017,gas,7,57476.5,mixed,365,215,Medium,33.1,100.0,1,525.06
BMW,2016,diesel,8,268104.0,mixed,90,7,High,29.8,100.0,1,733.57
Honda,2021,electric,3,99014.4,highway,90,85,N/A,36.8,100.0,0,352.9
BMW,2021,electric,3,55310.0,city,365,344,N/A,35.1,100.0,0,345.32
Chevrolet,2013,diesel,11,369707.7,mixed,365,137,High,35.0,100.0,0,556.52
BMW,2016,gas,8,259264.3,mixed,365,245,Medium,36.2,100.0,2,760.11
Honda,2021,diesel,3,99313.4,mixed,180,20,High,34.2,100.0,0,328.75
BMW,2022,electric,2,70616.8,highway,90,23,N/A,34.6,100.0,0,268.31
Honda,2019,electric,5,40483.8,highway,365,264,N/A,37.3,48.4,0,122.32
Tesla,2018,electric,6,116338.0,mixed,365,147,N/A,32.6,100.0,0,383.28
Ford,2019,electric,5,122417.4,highway,365,183,N/A,34.8,100.0,0,444.03
Chevrolet,2014,diesel,10,331595.9,mixed,365,226,Medium,29.8,100.0,0,671.62
Tesla,2012,electric,12,131388.6,highway,365,291,N/A,33.2,100.0,1,393.21
Tesla,2023,diesel,1,23016.9,mixed,180,35,High,39.8,48.9,1,315.24
Ford,2015,electric,9,292682.9,highway,180,72,N/A,35.4,100.0,0,434.1
Chevrolet,2011,electric,13,269697.9,mixed,365,149,N/A,32.7,100.0,1,344.92
Honda,2022,diesel,2,69762.8,mixed,365,0,High,33.8,100.0,0,542.34
Tesla,2011,gas,13,280879.2,city,365,68,High,32.9,100.0,0,601.0
Chevrolet,2011,electric,13,269711.5,mixed,365,292,N/A,33.7,100.0,2,584.13
BMW,2013,diesel,11,193817.0,highway,180,71,High,31.8,100.0,2,715.07
Chevrolet,2016,electric,8,63716.9,mixed,180,106,N/A,34.5,100.0,0,325.81
Ford,2022,diesel,2,36314.7,highway,90,12,High,34.6,53.7,0,106.68
Tesla,2014,gas,10,112659.0,highway,90,83,Low,33.0,100.0,0,343.36
Honda,2014,diesel,10,184533.7,city,180,42,High,33.4,100.0,0,455.06
BMW,2015,gas,9,162077.4,mixed,180,36,High,34.0,100.0,0,491.66
Honda,2022,electric,2,48097.5,mixed,365,221,N/A,31.4,100.0,0,332.15
Chevrolet,2017,diesel,7,130237.7,city,365,222,Medium,34.5,100.0,1,663.33
Tesla,2018,diesel,6,197356.5,highway,90,24,High,35.3,100.0,1,562.89
Toyota,2018,gas,6,76562.5,highway,90,87,Low,37.4,100.0,1,523.46
Chevrolet,2015,electric,9,261844.3,highway,90,20,N/A,34.0,100.0,1,467.59
Toyota,2018,gas,6,76818.4,highway,90,40,High,31.3,100.0,0,369.47
Honda,2014,gas,10,97173.5,mixed,365,328,Low,32.7,100.0,2,637.4
Chevrolet,2021,electric,3,86480.1,highway,90,41,N/A,29.6,100.0,0,412.97
Tesla,2022,electric,2,28470.3,highway,90,41,N/A,35.2,41.0,0,181.02
Tesla,2015,electric,9,196664.6,mixed,90,1,N/A,26.8,100.0,0,378.82
Chevrolet,2015,diesel,9,235291.5,highway,365,195,Medium,36.1,100.0,1,840.15
Chevrolet,2014,diesel,10,189741.2,city,180,135,Medium,36.4,100.0,3,998.23
Honda,2023,gas,1,28790.8,city,365,95,High,25.0,75.9,0,267.37
Chevrolet,2023,electric,1,10355.7,mixed,90,60,N/A,36.8,24.9,0,72.51
Tesla,2014,gas,10,112233.9,highway,90,13,High,36.1,100.0,0,461.4
Chevrolet,2023,electric,1,8342.3,mixed,90,76,N/A,32.1,15.1,0,172.58
Honda,2012,diesel,12,150512.6,mixed,90,20,High,29.4,100.0,1,710.27
Toyota,2016,gas,8,233928.6,city,90,23,High,30.5,100.0,2,607.03
Honda,2014,gas,10,119528.0,mixed,365,319,Low,30.7,100.0,3,858.94
Honda,2023,diesel,1,10965.3,mixed,180,153,Low,36.9,20.2,0,285.51
Chevrolet,2019,gas,5,88210.8,highway,365,159,High,31.7,100.0,0,546.02
Ford,2013,diesel,11,249007.3,highway,365,312,Low,35.7,100.0,1,850.34
BMW,2022,diesel,2,47021.2,city,180,118,Medium,32.6,100.0,0,603.88
Chevrolet,2014,diesel,10,191430.9,city,180,160,Low,33.2,100.0,3,1051.09
Tesla,2012,diesel,12,392713.7,city,365,307,Low,28.3,100.0,0,877.07
Chevrolet,2018,electric,6,141029.1,highway,365,350,N/A,29.6,100.0,2,470.67
Chevrolet,2015,electric,9,259679.3,highway,90,17,N/A,36.9,100.0,3,665.32
Toyota,2010,diesel,14,423868.1,city,90,34,High,32.5,100.0,2,796.46
BMW,2021,electric,3,55427.7,city,365,178,N/A,33.9,100.0,1,411.16
Honda,2022,diesel,2,68159.1,mixed,365,88,High,38.4,100.0,0,443.99
Toyota,2010,diesel,14,138608.0,highway,180,9,High,32.6,100.0,0,533.17
Ford,2011,gas,13,150521.1,highway,180,51,High,32.4,100.0,2,655.31
Ford,2019,gas,5,50351.8,city,365,33,High,36.6,100.0,0,493.7
Tesla,2022,electric,2,19398.0,mixed,365,166,N/A,33.0,42.0,0,97.72
Tesla,2012,diesel,12,392383.4,city,365,124,High,34.0,100.0,5,929.08
Chevrolet,2013,electric,11,143219.2,mixed,365,223,N/A,36.0,100.0,0,444.98
Chevrolet,2017,diesel,7,111083.7,city,180,156,Low,33.0,100.0,0,516.42
Chevrolet,2015,electric,9,177512.1,city,180,149,N/A,35.4,100.0,2,427.31
Chevrolet,2017,diesel,7,129642.8,mixed,180,42,High,32.7,100.0,0,532.59
Chevrolet,2015,electric,9,259641.0,highway,90,48,N/A,35.9,100.0,1,576.89
Ford,2021,diesel,3,82794.5,mixed,365,28,High,34.3,100.0,0,617.56
Chevrolet,2015,diesel,9,162089.8,city,90,80,Low,32.3,100.0,1,658.68
Chevrolet,2015,diesel,9,202557.6,highway,365,30,High,33.2,100.0,0,501.96
Ford,2015,diesel,9,314335.2,mixed,180,161,Low,25.7,100.0,1,752.13
Chevrolet,2016,electric,8,64848.3,mixed,180,127,N/A,36.6,100.0,0,419.33
Honda,2021,gas,3,102475.4,highway,90,37,High,29.2,100.0,0,359.64
Toyota,2011,electric,13,349786.0,city,180,100,N/A,29.8,100.0,0,525.7
Tesla,2014,electric,10,320212.7,highway,180,131,N/A,31.7,100.0,0,389.32
Tesla,2010,gas,14,260416.3,city,90,1,High,27.6,100.0,0,338.94
Ford,2013,diesel,11,248953.6,highway,365,11,High,34.4,100.0,3,844.74
BMW,2017,electric,7,127801.9,highway,180,34,N/A,34.1,100.0,0,487.75
Tesla,2018,electric,6,114710.7,mixed,365,197,N/A,31.5,100.0,0,378.26
BMW,2016,diesel,8,140201.8,city,365,247,Medium,31.0,100.0,0,634.47
Toyota,2010,diesel,14,137252.6,highway,180,109,Medium,30.9,100.0,1,746.65
Toyota,2017,diesel,7,108698.7,highway,90,71,Low,34.8,100.0,1,653.78
Chevrolet,2015,electric,9,259504.0,highway,90,20,N/A,28.2,100.0,2,633.97
Tesla,2014,gas,10,255387.0,highway,90,60,Medium,31.8,100.0,1,487.19
Ford,2013,diesel,11,249731.7,highway,365,162,High,28.4,100.0,1,805.07
Honda,2012,gas,12,108639.0,city,180,47,High,35.3,100.0,1,567.43
Chevrolet,2015,diesel,9,92215.2,highway,180,142,Low,32.0,100.0,0,699.29
Toyota,2019,electric,5,109756.3,mixed,90,70,N/A,34.6,100.0,1,378.01
Tesla,2019,diesel,5,111050.1,city,90,14,High,36.7,100.0,0,560.29
Tesla,2011,gas,13,261438.7,city,90,5,High,36.8,100.0,2,637.09
Ford,2010,gas,14,317368.0,city,365,238,Medium,29.9,100.0,1,483.41
Tesla,2017,gas,7,59319.8,mixed,365,67,High,33.9,100.0,0,339.36
Tesla,2019,gas,5,168704.4,city,180,21,High,36.4,100.0,0,555.36
Chevrolet,2015,diesel,9,203224.2,highway,365,31,High,35.1,100.0,1,713.56
Toyota,2017,diesel,7,110360.7,highway,90,21,High,35.4,100.0,0,757.14
Tesla,2018,electric,6,212108.7,highway,180,154,N/A,27.7,100.0,0,414.11
Ford,2011,gas,13,151372.9,highway,180,109,Medium,35.0,100.0,0,452.33
Honda,2021,diesel,3,99930.2,mixed,180,14,High,30.6,100.0,0,518.87
Honda,2012,diesel,12,360036.5,highway,90,43,High,35.0,100.0,0,501.04
Ford,2022,diesel,2,29663.7,mixed,365,114,High,34.9,69.4,0,215.89
Honda,2022,electric,2,49457.1,highway,180,8,N/A,34.8,70.7,0,311.78
Ford,2021,diesel,3,59248.4,highway,180,33,High,32.7,78.7,0,458.16
Toyota,2019,electric,5,112145.2,mixed,90,72,N/A,36.9,100.0,0,300.26
Tesla,2023,electric,1,35077.6,city,365,300,N/A,34.5,95.4,0,451.71
BMW,2022,diesel,2,45515.0,city,180,71,High,34.0,100.0,0,524.27
Honda,2019,electric,5,39892.9,highway,365,57,N/A,30.2,58.8,1,161.6
Tesla,2023,electric,1,25492.2,highway,365,219,N/A,34.2,30.6,0,117.8
Chevrolet,2015,diesel,9,90047.5,highway,180,114,Medium,38.9,100.0,2,690.34
Tesla,2018,diesel,6,206684.0,mixed,365,274,Low,28.8,100.0,0,777.57
Ford,2022,electric,2,68947.5,mixed,90,15,N/A,35.2,100.0,0,430.71
Ford,2019,gas,5,113760.9,city,365,74,High,35.6,100.0,0,401.97
Tesla,2014,diesel,10,212017.5,city,180,105,Medium,38.2,100.0,2,627.88
Honda,2015,diesel,9,272358.8,highway,365,135,High,35.2,100.0,1,442.61
Toyota,2011,electric,13,351915.2,city,180,160,N/A,33.0,100.0,0,459.82
BMW,2012,gas,12,318132.3,mixed,180,73,High,34.3,100.0,1,443.72
Chevrolet,2010,gas,14,336598.1,highway,90,17,High,32.2,100.0,1,588.26
Chevrolet,2013,diesel,11,369384.2,mixed,365,42,High,36.7,100.0,2,709.55
Ford,2012,electric,12,328542.7,mixed,180,49,N/A,28.4,100.0,0,281.32
Tesla,2019,gas,5,168594.0,city,180,2,High,31.5,100.0,0,511.41
Honda,2014,diesel,10,207135.4,mixed,180,58,High,34.3,100.0,0,468.76
Ford,2010,electric,14,341902.0,city,180,27,N/A,36.5,100.0,1,448.34
Toyota,2020,gas,4,104167.3,city,365,301,Low,33.0,100.0,0,626.3
Ford,2021,diesel,3,79926.4,mixed,365,63,High,30.7,100.0,0,638.25
Tesla,2017,gas,7,59149.9,mixed,365,69,High,32.4,100.0,1,577.8
BMW,2011,gas,13,423068.9,city,90,46,Medium,31.9,100.0,1,462.67
Honda,2022,electric,2,48306.3,highway,180,141,N/A,32.0,69.1,0,265.24
Honda,2015,diesel,9,272340.0,highway,365,201,Medium,31.7,100.0,2,573.12
Honda,2011,electric,13,347877.7,mixed,365,206,N/A,31.7,100.0,3,563.4
Chevrolet,2010,electric,14,271489.8,mixed,90,30,N/A,27.9,100.0,1,493.78
Tesla,2011,gas,13,280402.0,city,365,220,Medium,33.9,100.0,3,875.21
Chevrolet,2017,diesel,7,131296.0,city,365,361,Low,35.0,100.0,1,791.24
BMW,2018,diesel,6,168244.5,city,365,245,Medium,37.5,100.0,0,728.35
Toyota,2017,diesel,7,109883.5,highway,90,80,Low,35.6,100.0,1,769.14
Tesla,2019,gas,5,167492.8,city,180,50,High,35.4,100.0,1,489.32
Honda,2013,gas,11,362338.5,city,90,28,High,33.9,100.0,0,577.19
Honda,2012,diesel,12,358972.5,highway,90,14,High,27.7,100.0,1,501.01
Chevrolet,2021,gas,3,81197.0,city,365,345,Low,33.8,100.0,0,564.59
Ford,2012,electric,12,327959.9,mixed,180,24,N/A,33.3,100.0,1,358.54
Chevrolet,2021,gas,3,82437.3,city,365,40,High,36.1,100.0,0,531.43
Tesla,2010,gas,14,260160.4,city,90,68,Low,34.7,100.0,0,432.98
BMW,2012,gas,12,371925.0,city,90,3,High,32.6,100.0,2,755.33
Honda,2023,gas,1,27807.7,city,365,239,Medium,38.9,69.5,0,336.52
Chevrolet,2015,diesel,9,93415.4,highway,180,104,Medium,35.5,100.0,2,724.14
Ford,2021,diesel,3,58787.4,highway,180,30,High,34.0,85.5,0,584.63
Chevrolet,2014,gas,10,170838.5,mixed,365,116,High,34.4,100.0,0,500.73
Tesla,2022,electric,2,27864.9,highway,90,66,N/A,33.2,50.4,0,170.89
Chevrolet,2017,diesel,7,110667.5,city,180,89,High,33.0,100.0,2,498.71
Toyota,2010,diesel,14,424703.2,city,90,49,Medium,26.5,100.0,3,988.22
Chevrolet,2023,diesel,1,11543.1,highway,180,144,Low,30.3,17.8,0,310.13
Toyota,2023,electric,1,21202.3,mixed,365,201,N/A,31.4,50.1,0,193.51
BMW,2011,gas,13,389366.7,city,365,321,Low,34.4,100.0,1,553.98
BMW,2011,gas,13,421600.9,city,90,87,Low,28.0,100.0,1,533.52
BMW,2011,diesel,13,316374.4,mixed,365,202,Medium,31.4,100.0,1,526.41
Chevrolet,2011,gas,13,228275.0,mixed,365,23,High,31.1,100.0,1,483.27
Chevrolet,2010,diesel,14,408151.3,mixed,180,98,Medium,33.4,100.0,1,642.22
Toyota,2023,electric,1,21610.3,mixed,365,104,N/A,34.4,35.5,0,99.99
Toyota,2023,electric,1,21491.0,mixed,365,274,N/A,31.1,44.1,0,114.3
Honda,2021,electric,3,97510.8,highway,90,65,N/A,31.3,100.0,0,213.38
Chevrolet,2015,diesel,9,160538.9,city,90,59,Medium,31.0,100.0,0,457.08
Chevrolet,2013,electric,11,143906.1,mixed,365,14,N/A,31.8,100.0,0,442.96
Tesla,2010,diesel,14,387221.6,city,365,84,High,32.8,100.0,2,662.46
Ford,2020,gas,4,114725.3,highway,365,196,Medium,36.9,100.0,1,494.6
Tesla,2014,gas,10,256068.8,highway,90,26,High,30.0,100.0,0,389.41
Toyota,2017,diesel,7,111262.8,highway,90,87,Low,38.3,100.0,0,732.17
Chevrolet,2010,electric,14,272081.1,mixed,90,6,N/A,29.3,100.0,2,505.27
Tesla,2019,gas,5,168045.4,city,180,5,High,35.9,100.0,0,531.78
Chevrolet,2020,electric,4,91917.3,city,90,32,N/A,31.6,100.0,0,323.73
Ford,2014,diesel,10,266143.2,mixed,365,57,High,30.3,100.0,1,539.61
Tesla,2014,gas,10,254209.0,highway,90,48,Medium,37.0,100.0,0,526.48
Toyota,2015,gas,9,169455.9,mixed,90,16,High,33.2,100.0,0,413.37
Tesla,2023,electric,1,25352.8,highway,365,41,N/A,33.1,38.8,0,62.56
Ford,2018,diesel,6,112345.4,city,90,71,Low,32.2,100.0,1,688.62
Honda,2014,diesel,10,209609.0,mixed,180,167,Low,31.3,100.0,2,745.96
Tesla,2018,gas,6,196356.6,highway,365,173,High,32.5,100.0,1,631.22
Ford,2012,electric,12,231614.1,city,90,70,N/A,25.0,100.0,3,537.52
Chevrolet,2014,diesel,10,190821.4,city,180,128,Medium,27.4,100.0,0,663.6
Ford,2018,diesel,6,115241.7,city,90,78,Low,34.2,100.0,2,733.58
Tesla,2014,electric,10,283699.3,city,365,94,N/A,36.5,100.0,2,604.9
Ford,2015,electric,9,231421.0,mixed,90,88,N/A,37.1,100.0,2,346.22
Tesla,2011,gas,13,475374.2,city,180,110,Medium,30.1,100.0,2,427.34
Tesla,2010,gas,14,259810.3,city,90,51,Medium,33.6,100.0,1,492.66
BMW,2015,gas,9,249414.1,city,365,162,High,26.4,100.0,2,417.98
Toyota,2022,diesel,2,36556.1,city,365,118,High,31.9,96.6,1,682.36
BMW,2018,gas,6,162689.4,city,90,68,Low,35.5,100.0,1,661.7
Toyota,2011,gas,13,233885.7,mixed,365,227,Medium,32.9,100.0,3,790.87
Honda,2020,diesel,4,49026.4,city,365,144,High,32.0,100.0,3,849.46
Tesla,2014,diesel,10,212209.1,city,180,51,High,33.0,100.0,1,579.6
Toyota,2018,gas,6,76781.7,highway,90,13,High,36.8,100.0,1,419.42
Toyota,2020,gas,4,105630.1,city,365,121,High,32.3,100.0,0,584.02
BMW,2012,diesel,12,343757.9,highway,365,284,Low,33.2,100.0,0,489.61
BMW,2012,gas,12,319124.8,mixed,180,135,Medium,37.6,100.0,2,566.63
Toyota,2013,gas,11,177272.2,mixed,180,103,Medium,32.3,100.0,3,769.96
Chevrolet,2010,diesel,14,410674.4,mixed,180,0,High,28.1,100.0,1,629.57
Tesla,2023,electric,1,24035.0,highway,365,284,N/A,37.1,31.3,0,150.71
Tesla,2018,diesel,6,208293.1,mixed,365,164,High,36.0,100.0,0,720.44
Honda,2022,diesel,2,71083.9,mixed,365,220,Medium,26.4,100.0,0,515.57
Tesla,2018,electric,6,208225.1,highway,180,68,N/A,32.6,100.0,0,417.08
Ford,2010,gas,14,317648.6,city,365,308,Low,32.9,100.0,1,570.9
Ford,2016,gas,8,168271.6,highway,180,123,Medium,37.1,100.0,0,370.49
Ford,2016,electric,8,195832.3,highway,365,343,N/A,33.0,100.0,2,483.38
Chevrolet,2023,electric,1,25234.3,city,180,82,N/A,33.5,62.7,0,288.49
Chevrolet,2014,diesel,10,187410.8,city,180,11,High,33.6,100.0,0,625.83
Honda,2015,gas,9,293150.9,mixed,90,51,Medium,31.6,100.0,0,483.17
Chevrolet,2021,gas,3,84163.3,city,365,128,High,36.9,100.0,0,389.85
Tesla,2012,diesel,12,393666.7,city,365,134,High,30.6,100.0,0,528.48
Tesla,2014,diesel,10,212276.7,city,180,144,Low,31.5,100.0,0,580.82
Tesla,2010,diesel,14,389695.3,city,365,126,High,33.0,100.0,2,824.95
Ford,2013,diesel,11,167037.1,highway,90,42,High,29.0,100.0,2,584.74
Tesla,2013,diesel,11,141282.4,mixed,365,70,High,38.3,100.0,0,435.24
Toyota,2020,gas,4,104683.8,city,365,272,Medium,33.0,100.0,0,478.4
BMW,2013,gas,11,201388.6,mixed,180,2,High,35.5,100.0,1,581.91
Honda,2014,diesel,10,186236.6,city,180,28,High,30.1,100.0,0,525.69
Tesla,2017,diesel,7,198289.6,city,180,21,High,35.1,100.0,0,720.5
BMW,2022,diesel,2,47381.4,city,180,165,Low,35.4,100.0,0,601.6
Tesla,2018,gas,6,197134.5,highway,365,309,Low,35.8,100.0,2,859.72
Honda,2015,diesel,9,271751.1,highway,365,362,Low,38.7,100.0,0,599.63
Honda,2023,diesel,1,11362.0,mixed,180,177,Low,31.3,19.0,0,256.84
Tesla,2017,diesel,7,199658.4,city,180,68,High,32.4,100.0,2,786.97
Honda,2021,diesel,3,96988.8,mixed,180,157,Low,30.5,100.0,0,607.92
Honda,2013,gas,11,252962.9,city,365,150,High,32.7,100.0,1,492.18
Chevrolet,2023,electric,1,8343.1,mixed,90,84,N/A,35.0,15.7,0,78.91
BMW,2013,gas,11,117771.0,mixed,365,217,Medium,34.8,100.0,2,812.42
Honda,2022,electric,2,46305.1,mixed,365,245,N/A,37.9,91.2,0,261.46
Ford,2015,electric,9,293303.8,highway,180,46,N/A,34.5,100.0,0,295.58
Ford,2019,gas,5,52517.1,city,365,275,Low,33.0,100.0,0,638.52
Ford,2022,electric,2,67512.9,mixed,90,22,N/A,29.7,100.0,0,318.98
Ford,2011,gas,13,150122.8,highway,180,148,Low,35.6,100.0,4,761.92
